// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Firmware Version: 4.4.0
PacketCounter;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3
28597;9.831744;0.856020;-0.639674;0.014387;0.016753;-0.028157;-0.577881;-0.385986;0.427490;-0.272263;-0.691955;0.231523;-0.627270
28598;9.762749;0.823204;-0.671942;-0.021475;0.008126;-0.025875;-0.577637;-0.383545;0.428955;-0.272537;-0.691914;0.231468;-0.627217
28599;9.629669;0.646347;-0.696773;-0.025928;-0.010626;-0.024182;-0.585938;-0.385010;0.437744;-0.272789;-0.691958;0.231488;-0.627051
28600;9.694173;0.545669;-0.660614;-0.003973;-0.027746;-0.012879;-0.579102;-0.385742;0.440918;-0.272823;-0.692119;0.231500;-0.626854
28601;9.805147;0.711247;-0.603153;0.023047;-0.026301;-0.016481;-0.574219;-0.375732;0.427490;-0.272718;-0.692340;0.231352;-0.626711
28602;9.843820;0.832625;-0.537560;0.017862;-0.001435;-0.023057;-0.579590;-0.383301;0.433350;-0.272722;-0.692429;0.231139;-0.626690
28603;9.776361;0.744175;-0.539000;0.005060;0.013083;-0.028805;-0.579102;-0.388672;0.431396;-0.272859;-0.692421;0.230926;-0.626718
28604;9.754936;0.597314;-0.535273;0.011271;0.017574;-0.028424;-0.578125;-0.377686;0.434570;-0.272963;-0.692397;0.230676;-0.626790
28605;9.771784;0.623175;-0.622156;0.042889;0.018162;-0.018170;-0.582031;-0.388184;0.437256;-0.272824;-0.692415;0.230328;-0.626959
28606;9.840864;0.780650;-0.690455;0.054597;0.015593;-0.013198;-0.589111;-0.392334;0.431396;-0.272575;-0.692459;0.229965;-0.627152
28607;9.879843;0.959771;-0.673111;0.025904;0.014250;-0.012343;-0.577637;-0.390869;0.425049;-0.272478;-0.692444;0.229764;-0.627284
28608;9.796327;0.921618;-0.622038;-0.016989;0.018177;-0.014342;-0.576660;-0.385986;0.434326;-0.272652;-0.692319;0.229763;-0.627347
28609;9.709451;0.742334;-0.564836;-0.042569;0.021915;-0.008712;-0.578369;-0.389160;0.431885;-0.272955;-0.692106;0.229915;-0.627394
28610;9.712124;0.645721;-0.590465;-0.033181;0.011480;-0.008695;-0.574219;-0.385742;0.430176;-0.273178;-0.691963;0.230048;-0.627406
28611;9.780173;0.696092;-0.647399;-0.017321;0.005872;0.001573;-0.586426;-0.381592;0.430176;-0.273233;-0.691861;0.230183;-0.627446
28612;9.806495;0.799822;-0.656305;-0.021130;0.002276;0.003468;-0.579102;-0.387939;0.424072;-0.273276;-0.691761;0.230370;-0.627468
28613;9.815608;0.865293;-0.587949;-0.045383;0.019046;0.005896;-0.586670;-0.386719;0.432129;-0.273483;-0.691517;0.230664;-0.627540
28614;9.757915;0.838563;-0.517481;-0.077684;0.052983;-0.000789;-0.585693;-0.386963;0.421631;-0.273966;-0.691030;0.231007;-0.627739
28615;9.774368;0.713406;-0.519268;-0.082927;0.061669;-0.012766;-0.574463;-0.390625;0.429932;-0.274572;-0.690503;0.231292;-0.627949
28616;9.787743;0.700595;-0.584587;-0.062614;0.059687;-0.022252;-0.583740;-0.393799;0.426025;-0.275110;-0.690050;0.231409;-0.628168
28617;9.801024;0.853627;-0.587356;-0.063773;0.049355;-0.028322;-0.581543;-0.393555;0.426514;-0.275643;-0.689647;0.231546;-0.628327
28618;9.733389;0.884253;-0.559520;-0.078877;0.038316;-0.033301;-0.574951;-0.395996;0.424561;-0.276272;-0.689282;0.231751;-0.628375
28619;9.681208;0.726168;-0.600714;-0.079427;0.029242;-0.033705;-0.581543;-0.382324;0.427979;-0.276915;-0.688975;0.231966;-0.628350
28620;9.689261;0.795408;-0.634765;-0.073659;0.030969;-0.038551;-0.590332;-0.388916;0.428467;-0.277511;-0.688694;0.232110;-0.628342
28621;9.709592;0.925004;-0.548616;-0.101305;0.036147;-0.031271;-0.586670;-0.392090;0.423340;-0.278202;-0.688292;0.232454;-0.628350
28622;9.753528;0.855722;-0.425914;-0.133671;0.020221;-0.037088;-0.576904;-0.391846;0.427002;-0.279111;-0.687913;0.232969;-0.628170
28623;9.820172;0.732319;-0.430687;-0.144873;0.014435;-0.040527;-0.578613;-0.387695;0.424316;-0.280120;-0.687563;0.233493;-0.627910
28624;9.728369;0.709991;-0.482963;-0.135974;0.031889;-0.054897;-0.588379;-0.389160;0.421631;-0.281174;-0.687162;0.233856;-0.627743
28625;9.702886;0.768480;-0.437657;-0.131390;0.019734;-0.059482;-0.581787;-0.391357;0.419189;-0.282154;-0.686815;0.234235;-0.627542
28626;9.830210;0.774053;-0.444120;-0.119402;0.003513;-0.064702;-0.589355;-0.399170;0.413818;-0.283095;-0.686596;0.234551;-0.627239
28627;9.908887;0.774767;-0.382679;-0.123234;0.013044;-0.070887;-0.590820;-0.398926;0.422119;-0.284092;-0.686286;0.234883;-0.627004
28628;9.937127;0.702184;-0.394206;-0.130807;0.013229;-0.059135;-0.573975;-0.393311;0.418701;-0.285007;-0.685938;0.235282;-0.626819
28629;9.808501;0.488531;-0.483640;-0.090724;0.015984;-0.052969;-0.579102;-0.399902;0.413330;-0.285765;-0.685713;0.235450;-0.626658
28630;9.703438;0.465217;-0.476773;-0.026554;0.012054;-0.047582;-0.585449;-0.404541;0.416504;-0.286095;-0.685603;0.235405;-0.626644
28631;9.788389;0.520869;-0.435228;0.029883;0.006345;-0.049904;-0.586182;-0.401855;0.413330;-0.286021;-0.685631;0.235099;-0.626762
28632;9.810890;0.689651;-0.364565;0.071862;0.014891;-0.047280;-0.573730;-0.399902;0.423096;-0.285708;-0.685698;0.234600;-0.627018
28633;9.722885;0.855597;-0.400034;0.087083;0.023178;-0.029221;-0.589355;-0.404053;0.415771;-0.285237;-0.685799;0.233983;-0.627353
28634;9.723184;0.811073;-0.546817;0.084326;0.012612;-0.008141;-0.576172;-0.404053;0.416260;-0.284609;-0.685804;0.233655;-0.627754
28635;9.791714;0.665052;-0.570054;0.103073;0.017332;0.006248;-0.581543;-0.397705;0.414307;-0.283928;-0.685867;0.233247;-0.628145
28636;9.669910;0.543964;-0.532820;0.148015;-0.003257;0.014580;-0.590332;-0.402588;0.416748;-0.282863;-0.686120;0.232728;-0.628543
28637;9.659753;0.625029;-0.446576;0.189948;-0.039184;0.017113;-0.577393;-0.400146;0.416016;-0.281381;-0.686594;0.232141;-0.628907
28638;9.713514;0.778609;-0.460897;0.203105;-0.051716;0.010795;-0.577148;-0.398682;0.422119;-0.279990;-0.687233;0.231455;-0.629083
28639;9.757550;0.910988;-0.481325;0.191137;-0.032607;-0.003788;-0.580566;-0.394043;0.422607;-0.278730;-0.687788;0.230649;-0.629331
28640;9.792358;0.825592;-0.470225;0.159496;-0.022844;-0.009127;-0.579346;-0.394775;0.422363;-0.277670;-0.688222;0.229951;-0.629581
28641;9.806074;0.659739;-0.475743;0.156751;-0.025757;-0.005286;-0.581543;-0.396973;0.421631;-0.276648;-0.688648;0.229313;-0.629798
28642;9.858057;0.691037;-0.471939;0.176955;-0.040604;-0.006366;-0.580078;-0.394775;0.425049;-0.275504;-0.689159;0.228647;-0.629982
28643;9.797000;0.851864;-0.540059;0.198123;-0.034960;-0.006413;-0.584473;-0.386475;0.427246;-0.274233;-0.689708;0.227820;-0.630235
28644;9.804109;0.944471;-0.561760;0.172955;-0.032577;-0.001261;-0.588379;-0.380371;0.430664;-0.272983;-0.690192;0.227101;-0.630509
28645;9.823493;0.867633;-0.558835;0.135314;-0.012139;-0.004633;-0.579346;-0.389160;0.435059;-0.271903;-0.690505;0.226455;-0.630865
28646;9.784981;0.812200;-0.448075;0.127394;0.005718;-0.013244;-0.578613;-0.387207;0.431885;-0.271077;-0.690752;0.225740;-0.631206
28647;9.749871;0.871257;-0.388878;0.126478;0.005805;-0.014531;-0.583252;-0.398193;0.427002;-0.270340;-0.690981;0.225068;-0.631511
28648;9.782456;0.948293;-0.414418;0.106154;0.017154;-0.007034;-0.575928;-0.381104;0.438232;-0.269836;-0.690969;0.224672;-0.631880
28649;9.774394;1.003596;-0.477833;0.074376;0.020151;-0.006943;-0.584961;-0.384033;0.438477;-0.269311;-0.691067;0.224149;-0.632183
28650;9.736085;0.864371;-0.535288;0.035986;0.018563;-0.000253;-0.579346;-0.380615;0.432129;-0.268895;-0.691006;0.223900;-0.632515
28651;9.676566;0.753445;-0.515903;0.017608;0.009376;0.014173;-0.582764;-0.378662;0.433350;-0.268668;-0.690925;0.223927;-0.632690
28652;9.711571;0.788631;-0.495147;0.016553;-0.001032;0.008176;-0.575439;-0.382568;0.432861;-0.268380;-0.690905;0.223926;-0.632834
28653;9.726744;0.932243;-0.458426;0.002084;-0.003166;0.003531;-0.590332;-0.384521;0.424316;-0.268335;-0.690899;0.223996;-0.632836
28654;9.769195;0.983477;-0.519342;-0.038985;0.000459;-0.000727;-0.577637;-0.385254;0.427734;-0.268574;-0.690611;0.224419;-0.632899
28655;9.794740;0.908305;-0.475708;-0.072851;0.009790;-0.001280;-0.577881;-0.389160;0.436768;-0.269116;-0.690317;0.224905;-0.632816
28656;9.820440;0.770803;-0.483472;-0.080144;0.023622;-0.012078;-0.580322;-0.388672;0.434326;-0.269631;-0.690029;0.225195;-0.632808
28657;9.797462;0.688935;-0.474898;-0.060531;0.022815;-0.016176;-0.584961;-0.387939;0.435059;-0.270046;-0.689773;0.225381;-0.632845
28658;9.785833;0.666043;-0.456195;-0.042423;0.011765;-0.023941;-0.587646;-0.389160;0.430420;-0.270282;-0.689618;0.225431;-0.632895
28659;9.774034;0.659357;-0.426004;-0.034274;0.001612;-0.022839;-0.576660;-0.387451;0.430420;-0.270508;-0.689471;0.225540;-0.632919
28660;9.822066;0.729862;-0.439893;-0.033091;0.007562;-0.013261;-0.582275;-0.381836;0.428955;-0.270780;-0.689361;0.225664;-0.632879
28661;9.912942;0.777211;-0.474038;-0.024845;0.012492;-0.015724;-0.576172;-0.389893;0.429443;-0.270913;-0.689215;0.225715;-0.632962
28662;9.873740;0.841674;-0.463402;-0.027008;0.022206;-0.018005;-0.574951;-0.385254;0.427002;-0.271237;-0.689043;0.225762;-0.632994
28663;9.749474;0.829965;-0.411267;-0.035773;0.012180;-0.020885;-0.582520;-0.391846;0.428467;-0.271599;-0.688912;0.225869;-0.632943
28664;9.730144;0.787648;-0.418966;-0.040876;0.012125;-0.019729;-0.578613;-0.388672;0.426758;-0.271946;-0.688714;0.226010;-0.632959
28665;9.706831;0.780408;-0.451897;-0.041224;0.017281;-0.015728;-0.578613;-0.393311;0.428955;-0.272303;-0.688506;0.226163;-0.632978
28666;9.759039;0.799632;-0.451009;-0.038499;0.019145;-0.017618;-0.583740;-0.382812;0.425781;-0.272665;-0.688314;0.226267;-0.632994
28667;9.741424;0.807591;-0.438273;-0.042355;0.009873;-0.014132;-0.584229;-0.389648;0.424805;-0.272851;-0.688125;0.226420;-0.633064
28668;9.695100;0.746811;-0.442980;-0.045315;-0.005142;-0.018437;-0.577393;-0.386230;0.433105;-0.273157;-0.687986;0.226638;-0.633006
28669;9.660194;0.712770;-0.464772;-0.032796;-0.013103;-0.015122;-0.583252;-0.389893;0.425293;-0.273192;-0.688072;0.226677;-0.632883
28670;9.758129;0.810977;-0.450444;-0.024581;-0.020537;-0.012543;-0.576172;-0.395264;0.427979;-0.273304;-0.688064;0.226846;-0.632782
28671;9.788059;0.917434;-0.430249;-0.028918;-0.010553;-0.015154;-0.579834;-0.392822;0.428711;-0.273565;-0.688069;0.226975;-0.632618
28672;9.780341;0.885050;-0.470018;-0.044934;-0.005691;-0.011418;-0.583496;-0.396484;0.422607;-0.273812;-0.687995;0.227173;-0.632521
28673;9.821939;0.755439;-0.458651;-0.050517;0.004059;-0.014441;-0.579590;-0.391357;0.419189;-0.274261;-0.687756;0.227460;-0.632483
28674;9.763875;0.715008;-0.407338;-0.043742;0.007591;-0.019231;-0.582275;-0.386719;0.421387;-0.274714;-0.687532;0.227696;-0.632445
28675;9.781169;0.713417;-0.416540;-0.011603;-0.003418;-0.020231;-0.584473;-0.391357;0.419678;-0.274792;-0.687469;0.227714;-0.632473
28676;9.804144;0.723559;-0.488414;0.013334;-0.011299;-0.023575;-0.587158;-0.395264;0.420166;-0.274816;-0.687460;0.227645;-0.632497
28677;9.784013;0.771280;-0.526110;0.017725;-0.009760;-0.018079;-0.574951;-0.396973;0.431396;-0.274817;-0.687416;0.227592;-0.632564
28678;9.849030;0.636045;-0.495690;0.050181;-0.017507;-0.012390;-0.575439;-0.390869;0.429688;-0.274515;-0.687701;0.227277;-0.632498
28679;9.989303;0.556774;-0.405686;0.128145;-0.014660;0.004005;-0.583008;-0.389160;0.432129;-0.273612;-0.688104;0.226639;-0.632680
28680;10.119733;0.715841;-0.322744;0.187097;0.015210;0.004826;-0.582275;-0.392090;0.416992;-0.272305;-0.688440;0.225606;-0.633247
28681;9.873401;0.701449;-0.336405;0.204020;0.036069;-0.041508;-0.583496;-0.390381;0.428467;-0.271612;-0.688574;0.224430;-0.633817
