// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Firmware Version: 4.4.0
PacketCounter;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3
28597;9.478544;2.304355;1.014515;0.115573;0.006008;0.023340;-0.706055;0.182617;-0.373047;0.632299;-0.206753;-0.636743;-0.389884
28598;9.454777;2.258660;1.043687;0.118596;0.000786;0.021659;-0.708008;0.187012;-0.369141;0.632577;-0.206240;-0.637086;-0.389142
28599;9.474577;2.312683;1.021596;0.149751;-0.007461;0.019127;-0.715088;0.186035;-0.366699;0.632854;-0.205585;-0.637579;-0.388231
28600;9.484877;2.372588;1.081376;0.128864;-0.013604;0.011956;-0.708252;0.180908;-0.364990;0.633041;-0.205012;-0.638047;-0.387460
28601;9.566184;2.359455;1.123314;0.105304;-0.011040;0.015375;-0.707031;0.193359;-0.375488;0.633212;-0.204573;-0.638417;-0.386802
28602;9.585841;2.413393;1.102754;0.059756;0.005002;0.014792;-0.709717;0.183350;-0.368652;0.633391;-0.204316;-0.638554;-0.386418
28603;9.542824;2.312145;1.025273;-0.002350;0.018167;0.019625;-0.711182;0.182861;-0.370361;0.633551;-0.204367;-0.638411;-0.386366
28604;9.447092;2.181689;0.976532;-0.019928;0.010917;0.017704;-0.710449;0.191895;-0.369873;0.633636;-0.204524;-0.638252;-0.386405
28605;9.459127;2.248208;1.026701;-0.017175;0.005152;0.016893;-0.709229;0.178955;-0.364258;0.633695;-0.204686;-0.638133;-0.386419
28606;9.549026;2.135886;1.040114;0.011594;0.009578;0.016059;-0.718750;0.175781;-0.372559;0.633826;-0.204679;-0.638083;-0.386292
28607;9.526936;2.178089;1.107590;0.050855;0.015588;0.012748;-0.705322;0.174805;-0.376953;0.634051;-0.204435;-0.638128;-0.385977
28608;9.557664;2.288392;1.110014;0.045853;0.020998;0.009611;-0.706787;0.180664;-0.369141;0.634295;-0.204189;-0.638125;-0.385712
28609;9.536983;2.302008;1.070661;0.025650;0.027511;0.001226;-0.706055;0.180420;-0.370605;0.634517;-0.203983;-0.638030;-0.385612
28610;9.526800;2.229728;0.977430;0.014260;0.022987;-0.012516;-0.703369;0.181152;-0.372803;0.634653;-0.203777;-0.637944;-0.385640
28611;9.375680;2.171870;0.955491;-0.010926;-0.002003;-0.021965;-0.717041;0.183594;-0.375000;0.634583;-0.203739;-0.637926;-0.385805
28612;9.404383;2.500309;0.969473;-0.104248;-0.043301;-0.052705;-0.708740;0.179443;-0.375488;0.634038;-0.204172;-0.637878;-0.386550
28613;9.532925;3.183488;1.097798;-0.402334;-0.076682;-0.064391;-0.713867;0.182373;-0.367432;0.632752;-0.206206;-0.637075;-0.388897
28614;9.617685;3.130538;1.089934;-0.873821;-0.085090;-0.043507;-0.715576;0.187500;-0.371094;0.630627;-0.210789;-0.634749;-0.393664
28615;9.453029;1.784542;1.211607;-0.992494;-0.068352;-0.003834;-0.707031;0.193359;-0.359619;0.628450;-0.216073;-0.631852;-0.398907
28616;9.522087;1.013483;1.334603;-0.654804;-0.056310;0.028518;-0.711914;0.194580;-0.356445;0.627053;-0.219767;-0.629893;-0.402171
28617;9.587290;0.978580;1.342635;-0.156827;-0.019868;0.047617;-0.713379;0.195801;-0.356934;0.626883;-0.220922;-0.629311;-0.402714
28618;9.610613;1.639477;1.017793;0.215224;0.008616;0.032236;-0.702637;0.195312;-0.360352;0.627563;-0.220047;-0.629801;-0.401366
28619;9.497238;2.240196;0.768207;0.273206;0.017526;0.032495;-0.710205;0.206299;-0.354492;0.628403;-0.218891;-0.630434;-0.399687
28620;9.418014;2.317178;0.738685;0.126057;0.000190;0.030436;-0.719971;0.199707;-0.355957;0.628856;-0.218558;-0.630708;-0.398724
28621;9.534568;2.112897;0.740401;0.042296;-0.029430;0.033482;-0.717773;0.198242;-0.358398;0.628994;-0.218780;-0.630870;-0.398126
28622;9.607126;1.813288;0.656440;0.144132;-0.050533;0.024461;-0.707031;0.200439;-0.356201;0.629152;-0.218498;-0.631521;-0.396999
28623;9.542850;1.795243;0.716747;0.408301;-0.068524;0.010103;-0.708740;0.197998;-0.356689;0.629606;-0.216805;-0.633214;-0.394502
28624;9.447083;1.974025;0.917038;0.580350;-0.076441;0.015850;-0.720215;0.196289;-0.362793;0.630339;-0.214295;-0.635499;-0.391014
28625;9.490445;2.095612;1.093079;0.595059;-0.066163;0.028358;-0.713379;0.192383;-0.361084;0.631215;-0.211831;-0.637685;-0.387368
28626;9.570436;2.134138;1.169785;0.612255;-0.042108;0.033873;-0.723145;0.185547;-0.366943;0.632241;-0.209147;-0.639790;-0.383663
28627;9.531493;2.286483;1.071677;0.622634;-0.024181;0.022793;-0.721680;0.182373;-0.360840;0.633351;-0.206370;-0.641782;-0.379991
28628;9.518826;2.519115;0.978385;0.648861;-0.018703;0.005065;-0.705811;0.186523;-0.364502;0.634460;-0.203264;-0.643879;-0.376250
28629;9.459328;2.565409;0.903622;0.607164;-0.015485;0.008665;-0.709961;0.175537;-0.370361;0.635500;-0.200198;-0.645805;-0.372822
28630;9.461493;2.666222;0.956125;0.514327;-0.007353;0.013773;-0.718506;0.169189;-0.371582;0.636400;-0.197632;-0.647373;-0.369925
28631;9.541463;2.724970;0.923904;0.378834;0.017583;0.024600;-0.720703;0.164551;-0.372314;0.637226;-0.195806;-0.648361;-0.367736
28632;9.569284;2.570141;0.983066;0.293416;0.044424;0.028308;-0.706787;0.169434;-0.362549;0.638044;-0.194336;-0.648949;-0.366058
28633;9.522673;2.444529;0.897101;0.223135;0.057745;0.023812;-0.720947;0.164307;-0.375244;0.638796;-0.192973;-0.649332;-0.364786
28634;9.517159;2.316884;0.830365;0.181051;0.059481;0.019590;-0.707031;0.162354;-0.375000;0.639483;-0.191978;-0.649493;-0.363820
28635;9.513842;2.211962;0.774838;0.172218;0.047015;0.018748;-0.713379;0.166260;-0.375977;0.640069;-0.190917;-0.649730;-0.362924
28636;9.522488;2.309912;0.717444;0.128603;0.033281;0.021734;-0.720703;0.156982;-0.377686;0.640536;-0.190240;-0.649878;-0.362188
28637;9.478276;2.328650;0.700016;0.063827;0.019740;0.026548;-0.708252;0.161865;-0.379395;0.640806;-0.189978;-0.649924;-0.361766
28638;9.505106;2.279921;0.798131;0.001622;0.016273;0.026258;-0.708008;0.159424;-0.372803;0.640973;-0.189996;-0.649793;-0.361695
28639;9.540066;2.169067;0.826587;-0.018846;0.019269;0.018899;-0.712402;0.166992;-0.376953;0.641073;-0.190050;-0.649647;-0.361752
28640;9.530523;2.110291;0.895535;-0.003101;0.018013;0.017071;-0.710205;0.162842;-0.379639;0.641219;-0.190103;-0.649506;-0.361720
28641;9.600874;2.033774;0.884601;0.047422;0.026506;0.007745;-0.710938;0.162598;-0.382812;0.641469;-0.189772;-0.649481;-0.361494
28642;9.588144;2.086444;0.897489;0.099393;0.041999;0.003191;-0.708984;0.163818;-0.380615;0.641890;-0.189105;-0.649517;-0.361032
28643;9.548551;2.111622;0.896347;0.113191;0.052007;0.006958;-0.713867;0.164795;-0.380615;0.642398;-0.188368;-0.649540;-0.360473
28644;9.556436;2.174349;0.882974;0.113326;0.053982;0.011298;-0.719238;0.171875;-0.380127;0.642923;-0.187689;-0.649546;-0.359879
28645;9.549465;2.229232;0.909709;0.102802;0.045259;0.016976;-0.708740;0.158691;-0.377197;0.643404;-0.187208;-0.649545;-0.359270
28646;9.537820;2.191666;0.827939;0.109186;0.036431;0.016091;-0.707275;0.160645;-0.382812;0.643810;-0.186570;-0.649670;-0.358649
28647;9.511682;2.324204;0.825485;0.102446;0.025060;0.011202;-0.709961;0.147461;-0.388672;0.644164;-0.185988;-0.649801;-0.358078
28648;9.469161;2.378118;0.945305;0.054048;0.015664;0.009644;-0.706787;0.165283;-0.377930;0.644370;-0.185564;-0.649865;-0.357811
28649;9.401337;2.203322;0.934200;0.012895;0.008825;0.018089;-0.715332;0.159912;-0.376709;0.644494;-0.185606;-0.649822;-0.357645
28650;9.453485;2.138977;0.959235;0.019510;-0.000826;0.019450;-0.710205;0.166748;-0.385986;0.644530;-0.185629;-0.649891;-0.357440
28651;9.553831;2.148822;0.928723;0.045319;-0.000194;0.017233;-0.708496;0.165771;-0.382812;0.644702;-0.185521;-0.649937;-0.357103
28652;9.583796;2.218895;0.881440;0.046978;0.003311;0.016016;-0.702637;0.160889;-0.386230;0.644874;-0.185385;-0.649991;-0.356764
28653;9.532731;2.147073;0.902572;0.032050;0.001518;0.026552;-0.716797;0.162354;-0.393311;0.645074;-0.185312;-0.649980;-0.356462
28654;9.557571;2.102294;0.819179;0.047381;-0.000789;0.024094;-0.704346;0.159180;-0.388428;0.645283;-0.185181;-0.650011;-0.356094
28655;9.611616;2.256667;0.740477;0.069972;-0.002866;0.007148;-0.705078;0.154785;-0.380859;0.645462;-0.184797;-0.650166;-0.355686
28656;9.529093;1.985589;0.673955;0.054583;-0.009512;0.023795;-0.709961;0.156738;-0.379150;0.645550;-0.184598;-0.650364;-0.355268
28657;9.591806;1.985932;0.756788;0.081021;-0.013160;0.027349;-0.713135;0.159424;-0.381104;0.645640;-0.184341;-0.650675;-0.354667
28658;9.639107;2.058815;0.844421;0.081622;-0.012144;0.031595;-0.717285;0.158203;-0.385010;0.645762;-0.184139;-0.650958;-0.354029
28659;9.592461;2.206993;0.839438;0.081629;-0.017488;0.027190;-0.703857;0.155762;-0.382324;0.645856;-0.183908;-0.651267;-0.353411
28660;9.620602;2.231473;0.847824;0.039601;-0.028409;0.030113;-0.710449;0.162598;-0.388184;0.645862;-0.183901;-0.651495;-0.352983
28661;9.616932;2.144227;0.863890;0.022837;-0.035586;0.037538;-0.703857;0.158447;-0.387207;0.645870;-0.184109;-0.651646;-0.352582
28662;9.591481;2.185532;0.906533;0.027041;-0.039133;0.032775;-0.705566;0.163086;-0.389160;0.645864;-0.184207;-0.651838;-0.352185
28663;9.598327;2.247439;0.848312;0.015802;-0.038965;0.029772;-0.712402;0.156494;-0.380615;0.645864;-0.184393;-0.651966;-0.351851
28664;9.522721;2.328095;0.790077;-0.030392;-0.034812;0.019571;-0.705322;0.159668;-0.379883;0.645649;-0.184743;-0.652070;-0.351870
28665;9.525892;2.332204;0.767663;-0.089983;-0.036101;0.015916;-0.705811;0.155518;-0.381836;0.645365;-0.185410;-0.651976;-0.352214
28666;9.561791;2.287781;0.811290;-0.152436;-0.022082;0.018686;-0.711914;0.168945;-0.381104;0.645075;-0.186295;-0.651628;-0.352921
28667;9.516152;2.027059;0.862633;-0.165769;-0.014937;0.026425;-0.715088;0.162598;-0.381104;0.644831;-0.187460;-0.651146;-0.353639
28668;9.516127;1.969134;0.878659;-0.126070;-0.003014;0.030667;-0.705811;0.170410;-0.373047;0.644690;-0.188295;-0.650757;-0.354167
28669;9.576223;2.011655;0.795611;-0.082152;-0.000657;0.030269;-0.708740;0.166748;-0.376709;0.644622;-0.189026;-0.650467;-0.354434
28670;9.678390;2.010092;0.720533;-0.059388;0.004562;0.027984;-0.705566;0.166016;-0.380127;0.644623;-0.189515;-0.650228;-0.354610
28671;9.636714;2.034958;0.685059;-0.049327;-0.004891;0.023209;-0.710205;0.165283;-0.374756;0.644627;-0.189893;-0.650047;-0.354732
28672;9.652710;2.111251;0.709660;-0.051527;-0.008036;0.023050;-0.712646;0.163086;-0.380859;0.644517;-0.190334;-0.649947;-0.354880
28673;9.622142;2.121980;0.770289;-0.067532;-0.001305;0.019735;-0.705566;0.168701;-0.388184;0.644456;-0.190726;-0.649749;-0.355141
28674;9.562800;2.043594;0.700771;-0.066453;-0.006556;0.025390;-0.709961;0.175781;-0.385254;0.644532;-0.191147;-0.649456;-0.355314
28675;9.534349;2.061999;0.741812;-0.044587;-0.008075;0.021204;-0.711914;0.170654;-0.383789;0.644579;-0.191573;-0.649247;-0.355381
28676;9.514903;2.063610;0.797885;-0.025271;-0.013766;0.022149;-0.716797;0.169189;-0.379150;0.644579;-0.191847;-0.649179;-0.355358
28677;9.527731;2.081268;0.851926;-0.013150;-0.010740;0.017514;-0.706055;0.167725;-0.371094;0.644511;-0.192051;-0.649205;-0.355324
