// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Firmware Version: 4.4.0
PacketCounter;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3
28597;6.201860;3.456648;6.838004;0.001084;-0.001622;-0.007326;-0.760498;0.096680;-0.293457;0.270936;-0.270608;-0.282705;-0.879456
28598;6.189248;3.441882;6.807955;0.002273;-0.001755;-0.007822;-0.761719;0.096436;-0.291504;0.270880;-0.270597;-0.282743;-0.879464
28599;6.203844;3.473056;6.836002;0.002272;-0.001755;-0.007823;-0.768555;0.096680;-0.287598;0.270822;-0.270589;-0.282782;-0.879472
28600;6.201163;3.457696;6.816640;0.001245;0.000437;-0.009203;-0.765625;0.096924;-0.285400;0.270759;-0.270561;-0.282811;-0.879491
28601;6.192806;3.476006;6.825119;0.000959;-0.001665;-0.011104;-0.758301;0.111328;-0.298096;0.270675;-0.270545;-0.282847;-0.879510
28602;6.202281;3.476544;6.835647;0.003461;0.003029;-0.007861;-0.765137;0.100830;-0.289551;0.270632;-0.270497;-0.282885;-0.879526
28603;6.199509;3.461131;6.816401;-0.000096;-0.002216;-0.008361;-0.765625;0.097656;-0.289307;0.270565;-0.270493;-0.282909;-0.879540
28604;6.180988;3.479871;6.814472;0.001386;0.003945;-0.008025;-0.762451;0.106689;-0.291260;0.270518;-0.270443;-0.282931;-0.879563
28605;6.195797;3.448644;6.818000;0.000940;-0.000217;-0.008050;-0.765137;0.095215;-0.281250;0.270459;-0.270423;-0.282960;-0.879578
28606;6.187467;3.466758;6.826538;0.001681;0.000406;-0.008112;-0.771240;0.091553;-0.292969;0.270404;-0.270398;-0.282992;-0.879592
28607;6.207543;3.462484;6.806365;0.003621;0.000172;-0.010199;-0.762207;0.091797;-0.299316;0.270336;-0.270365;-0.283045;-0.879606
28608;6.193516;3.456631;6.858958;0.003343;0.002260;-0.013170;-0.760742;0.098633;-0.291504;0.270251;-0.270312;-0.283098;-0.879631
28609;6.175240;3.471965;6.815576;0.003336;-0.001932;-0.012102;-0.763916;0.094238;-0.289062;0.270165;-0.270292;-0.283157;-0.879645
28610;6.208139;3.423658;6.820655;0.004371;0.000068;-0.011792;-0.757324;0.096436;-0.289795;0.270088;-0.270255;-0.283219;-0.879660
28611;6.199413;3.442620;6.829109;0.005709;0.002721;-0.012638;-0.772461;0.100098;-0.293457;0.270015;-0.270197;-0.283283;-0.879680
28612;6.180386;3.462701;6.826917;0.006926;0.000412;-0.017722;-0.763184;0.094727;-0.295898;0.269904;-0.270143;-0.283371;-0.879702
28613;6.199462;3.463810;6.847876;0.006020;0.002646;-0.015327;-0.766846;0.097168;-0.289307;0.269814;-0.270078;-0.283441;-0.879727
28614;6.172987;3.496735;6.813091;0.005423;0.000615;-0.014545;-0.767334;0.092529;-0.296387;0.269723;-0.270035;-0.283508;-0.879746
28615;6.192280;3.497438;6.834055;0.004233;0.000746;-0.014049;-0.760986;0.093262;-0.291748;0.269632;-0.269990;-0.283568;-0.879769
28616;6.197184;3.465898;6.805950;0.006014;-0.001547;-0.014260;-0.766113;0.092041;-0.293945;0.269538;-0.269956;-0.283648;-0.879782
28617;6.191261;3.441283;6.829150;0.004525;0.002122;-0.013680;-0.763672;0.091064;-0.292725;0.269452;-0.269904;-0.283709;-0.879805
28618;6.192447;3.460072;6.848075;0.007369;-0.000348;-0.018169;-0.755615;0.087402;-0.292480;0.269336;-0.269854;-0.283803;-0.879826
28619;6.199079;3.501810;6.802108;0.008849;0.000898;-0.018297;-0.762695;0.104492;-0.286133;0.269224;-0.269785;-0.283904;-0.879848
28620;6.187831;3.505050;6.791224;0.004103;0.000693;-0.017840;-0.772461;0.097900;-0.289551;0.269118;-0.269754;-0.283959;-0.879872
28621;6.181335;3.482674;6.835302;0.003936;0.003552;-0.015505;-0.767822;0.096191;-0.291016;0.269027;-0.269709;-0.284013;-0.879897
28622;6.180354;3.482681;6.814714;0.005270;0.002015;-0.015282;-0.760010;0.096924;-0.288330;0.268936;-0.269665;-0.284077;-0.879917
28623;6.158745;3.490214;6.834550;0.005115;-0.000043;-0.013402;-0.761719;0.099609;-0.284912;0.268857;-0.269637;-0.284140;-0.879930
28624;6.188567;3.488286;6.845305;0.006011;-0.001553;-0.014273;-0.770508;0.098877;-0.293457;0.268772;-0.269627;-0.284210;-0.879936
28625;6.172499;3.520051;6.820939;0.003165;0.000916;-0.009784;-0.763916;0.099854;-0.291748;0.268722;-0.269609;-0.284240;-0.879947
28626;6.180010;3.503955;6.812228;0.001510;-0.000934;-0.004717;-0.773438;0.093018;-0.296631;0.268705;-0.269614;-0.284249;-0.879948
28627;6.189741;3.504050;6.822786;0.001216;0.001877;-0.006164;-0.773193;0.095215;-0.286865;0.268669;-0.269590;-0.284267;-0.879960
28628;6.192454;3.458885;6.817139;0.000623;-0.000153;-0.005378;-0.756104;0.103760;-0.293701;0.268628;-0.269613;-0.284289;-0.879959
