// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Firmware Version: 4.4.0
PacketCounter;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3
28597;4.436303;-0.866002;8.711226;-0.001509;-0.001841;-0.001048;-0.743164;0.243408;-0.325439;0.169280;-0.236994;0.004180;-0.956640
28598;4.442965;-0.877410;8.727193;-0.000259;-0.002329;-0.000535;-0.747314;0.243652;-0.321533;0.169275;-0.237012;0.004177;-0.956637
28599;4.443419;-0.877547;8.726948;-0.002515;-0.003741;-0.001218;-0.753174;0.244385;-0.318604;0.169259;-0.237052;0.004190;-0.956629
28600;4.460405;-0.889932;8.724921;-0.000755;-0.000920;-0.000524;-0.749268;0.243164;-0.312012;0.169254;-0.237061;0.004194;-0.956628
28601;4.445576;-0.909147;8.717311;-0.000746;0.000429;0.000365;-0.743896;0.252930;-0.327881;0.169255;-0.237059;0.004202;-0.956629
28602;4.420639;-0.875521;8.737521;-0.001003;0.003486;-0.002449;-0.749268;0.242920;-0.320557;0.169234;-0.237033;0.004212;-0.956639
28603;4.451694;-0.868672;8.743494;-0.000487;0.002758;0.000900;-0.747314;0.242432;-0.323242;0.169241;-0.237012;0.004224;-0.956643
28604;4.449192;-0.868237;8.718307;-0.001501;-0.000491;-0.000159;-0.749512;0.250000;-0.320312;0.169237;-0.237017;0.004237;-0.956642
28605;4.450760;-0.899804;8.708972;-0.001737;0.003246;0.000388;-0.750732;0.238037;-0.316650;0.169237;-0.236994;0.004259;-0.956648
28606;4.429667;-0.877078;8.720128;-0.001495;0.002876;-0.000854;-0.756836;0.237793;-0.321045;0.169228;-0.236975;0.004277;-0.956654
28607;4.448075;-0.868821;8.718819;-0.001245;0.003855;-0.001207;-0.747070;0.236328;-0.329834;0.169217;-0.236946;0.004295;-0.956663
28608;4.441404;-0.878840;8.727844;-0.002250;0.001955;-0.001378;-0.744873;0.242920;-0.322021;0.169203;-0.236935;0.004318;-0.956668
28609;4.449069;-0.900546;8.709760;-0.000729;0.003127;0.002142;-0.746582;0.241455;-0.320068;0.169220;-0.236913;0.004338;-0.956670
28610;4.440345;-0.879272;8.728339;-0.001994;0.006302;-0.002425;-0.744873;0.240234;-0.322266;0.169198;-0.236869;0.004366;-0.956685
28611;4.437375;-0.878784;8.703398;-0.000487;0.002757;0.000900;-0.755859;0.246094;-0.320801;0.169206;-0.236850;0.004384;-0.956688
28612;4.433046;-0.889327;8.737675;0.000259;0.002328;0.000536;-0.749268;0.239014;-0.324951;0.169213;-0.236836;0.004396;-0.956690
28613;4.436552;-0.878901;8.703806;-0.001244;0.003855;-0.001207;-0.754150;0.239014;-0.319336;0.169203;-0.236809;0.004420;-0.956699
28614;4.446237;-0.901164;8.711142;-0.001982;0.005633;0.000047;-0.755859;0.241699;-0.326904;0.169200;-0.236772;0.004454;-0.956708
28615;4.456219;-0.871683;8.728262;-0.002728;0.006061;0.000412;-0.742188;0.241943;-0.320801;0.169201;-0.236732;0.004499;-0.956718
28616;4.423801;-0.879074;8.722904;-0.002970;0.006430;0.001654;-0.750000;0.237793;-0.323486;0.169212;-0.236689;0.004549;-0.956726
28617;4.435625;-0.881109;8.730553;-0.003229;0.004102;0.001117;-0.750244;0.238525;-0.321533;0.169214;-0.236665;0.004594;-0.956731
28618;4.439139;-0.892516;8.721619;-0.003973;0.002513;0.003065;-0.740234;0.234131;-0.322021;0.169231;-0.236657;0.004647;-0.956730
28619;4.431952;-0.881690;8.705867;-0.001975;0.008998;-0.000645;-0.749268;0.247803;-0.317139;0.169219;-0.236586;0.004683;-0.956750
28620;4.430913;-0.902901;8.731383;0.000758;0.006304;-0.001751;-0.757080;0.244629;-0.320557;0.169218;-0.236552;0.004705;-0.956758
28621;4.451219;-0.873712;8.730610;0.001515;0.005206;0.000356;-0.753906;0.242432;-0.321045;0.169232;-0.236525;0.004721;-0.956762
28622;4.416791;-0.901213;8.724862;-0.001486;0.004223;0.000036;-0.745605;0.243164;-0.316895;0.169234;-0.236508;0.004756;-0.956766
