1,-0.02394,-9.02660,2.34644,0.05646,-0.09588,0.03942,-5.69768,63.29300,-15.84200,0.61295,-8.54774,0.16760,0.03728,-0.06179,0.01385,1.91992,40.31840,-17.71150,2.72953,-9.28040,3.34248,0.01598,-0.03409,-0.02663,18.33470,1.76881,-41.24610,0.90984,-9.40012,1.43659,0.02770,-0.09801,0.04261,23.83150,59.71730,-18.38630,0.60337,-8.97871,-2.12616,0.03196,-0.07031,-0.03942,26.53220,72.76140,-11.24890,1.01040,-9.20378,1.68560,0.07137,-0.05966,0.00746,22.13940,54.47940,-9.85146,-0.64168,-9.31871,-0.29690,0.00000,-0.05859,0.00746,14.92420,72.69930,-24.87520,-1.53237,-9.12716,-1.69518,0.00959,-0.04581,0.01172,0.90490,49.44760,-17.56920,-1.00083,-9.15589,2.31292,0.01278,-0.06179,0.03515,0.17688,34.60600,-35.62160,9837432
2,-0.25859,-9.15589,2.36559,0.05113,-0.09588,0.04048,-5.87573,63.47280,-16.35860,0.62731,-8.56210,0.15324,0.03942,-0.05326,0.00746,2.61807,41.36560,-18.04890,2.71037,-9.26603,3.33769,0.00426,-0.04261,-0.01704,17.98210,1.06129,-41.92780,0.87153,-9.44321,1.36476,0.02344,-0.09588,0.03835,24.35340,59.19190,-17.20550,0.59858,-9.06012,-2.01123,0.02983,-0.06392,-0.04048,26.70900,71.87410,-11.76030,1.08223,-9.33307,1.67124,0.07563,-0.05859,0.00426,22.66660,54.65630,-9.00219,-0.65604,-9.33307,-0.37351,-0.00213,-0.05433,0.00426,17.26170,72.15810,-27.13660,-1.55631,-9.12716,-1.70955,0.01385,-0.03622,0.01918,0.90490,49.44760,-17.56920,-1.00562,-9.09364,2.37996,0.01704,-0.05753,0.03515,3.00698,36.02580,-34.93990,19635865
3,-0.07662,-9.05054,2.35601,0.05859,-0.09588,0.04261,-6.94405,62.75360,-15.32540,0.67520,-8.47591,0.21549,0.04048,-0.05539,0.01172,0.69815,39.44570,-17.88020,2.72953,-9.27561,3.23234,-0.00639,-0.04687,-0.01385,18.51100,3.71450,-40.39390,0.82844,-9.47194,1.41265,0.02450,-0.08948,0.03515,27.13660,60.24270,-18.89230,0.56985,-9.02660,-1.92504,0.02983,-0.06285,-0.04155,26.17840,73.11630,-11.93070,1.05829,-9.30434,1.75743,0.06711,-0.05433,-0.00426,22.31510,54.65630,-10.36100,-0.63689,-9.35702,-0.34478,-0.00320,-0.04794,0.00639,17.26170,72.15810,-27.13660,-1.55152,-9.09364,-1.76701,0.01704,-0.02344,0.01704,0.90490,50.16690,-16.87340,-0.99604,-9.06970,2.30334,0.02237,-0.04687,0.03302,3.00698,36.02580,-34.93990,29418762
4,-0.28732,-9.15589,2.37517,0.05966,-0.10120,0.03728,-7.65626,63.83240,-16.35860,0.65126,-8.49027,0.13408,0.03942,-0.05539,0.01172,-0.34908,40.84200,-15.85600,2.74390,-9.24688,3.34726,-0.01491,-0.05113,-0.00746,15.51400,2.12257,-42.95050,0.89548,-9.43842,1.48927,0.01704,-0.07563,0.02876,25.57100,61.11830,-18.72360,0.58900,-9.04576,-1.87715,0.03409,-0.05753,-0.05326,26.70900,73.64870,-11.41940,1.05350,-9.29476,1.75264,0.06498,-0.05646,-0.00852,20.20660,55.36380,-9.68161,-0.65604,-9.40969,-0.43098,-0.00107,-0.04368,0.00746,16.54250,71.43650,-26.09290,-1.49406,-9.15110,-1.77180,0.01811,-0.01598,0.02344,1.62883,49.44760,-16.87340,-1.06308,-9.11758,2.19799,0.02663,-0.03622,0.03302,3.00698,36.73560,-35.62160,39198584
5,-0.20591,-9.06970,2.44700,0.06072,-0.10653,0.04048,-7.65626,63.83240,-16.35860,0.67520,-8.48069,0.12929,0.04368,-0.05220,0.00746,0.87269,40.31840,-16.69950,2.74868,-9.23730,3.28980,-0.02131,-0.05433,-0.00746,15.51400,2.12257,-42.95050,0.85238,-9.41448,1.47969,0.02237,-0.06818,0.02983,25.39710,60.59290,-19.22970,0.60337,-9.06970,-1.93461,0.02983,-0.05753,-0.05326,25.64780,72.22900,-12.44200,1.09181,-9.34744,1.77180,0.06605,-0.05646,-0.01278,22.49080,54.83310,-10.19120,-0.64168,-9.37617,-0.39746,-0.00533,-0.04048,0.01065,15.10400,72.15810,-25.39710,-1.53237,-9.13674,-1.83884,0.02024,-0.01278,0.02450,0.90490,50.52650,-16.52550,-1.13012,-9.15110,2.13095,0.02557,-0.02770,0.03835,0.53064,37.09060,-37.32600,48980054
6,-0.21549,-9.14632,2.44700,0.06285,-0.10120,0.03728,-7.65626,63.83240,-16.35860,0.68956,-8.49985,0.15324,0.04794,-0.05220,0.00746,0.87269,39.27110,-17.03680,2.73911,-9.18941,3.25628,-0.02770,-0.06285,0.00213,17.10070,4.06827,-42.09830,0.95294,-9.43842,1.50364,0.02663,-0.05646,0.01918,25.39710,60.59290,-19.22970,0.51238,-9.12716,-1.81490,0.02876,-0.04474,-0.05539,24.58650,74.00370,-11.41940,0.93858,-9.33307,1.79574,0.05859,-0.05539,-0.01918,21.78800,53.77190,-8.83234,-0.56985,-9.36659,-0.40225,-0.00426,-0.03835,0.01278,16.18290,73.24050,-26.09290,-1.51800,-9.14153,-1.73828,0.01385,-0.01811,0.02770,3.61962,51.78520,-16.35150,-1.06787,-9.18463,2.17883,0.03409,-0.02876,0.03728,2.12257,35.49340,-35.79210,58760710
7,-0.22507,-9.08885,2.46615,0.05646,-0.10227,0.03835,-6.40989,62.93340,-15.49760,0.65604,-8.50464,0.13887,0.04900,-0.05753,0.00852,0.87269,39.27110,-17.03680,2.71516,-9.16068,3.30417,-0.03196,-0.06818,0.00213,17.80580,2.65322,-41.07570,0.94336,-9.43364,1.59462,0.02983,-0.05113,0.01918,24.00550,61.29340,-19.22970,0.52675,-9.07449,-1.82447,0.03089,-0.02876,-0.05220,26.70900,72.58390,-12.44200,0.88590,-9.37138,1.83884,0.04368,-0.03622,-0.01704,21.78800,53.77190,-8.83234,-0.60337,-9.38096,-0.33042,-0.00746,-0.03835,0.01811,15.64340,73.42090,-26.26680,-1.45096,-9.18941,-1.74786,0.00852,-0.02450,0.02876,1.99079,50.88610,-16.52550,-1.04871,-9.22772,2.21236,0.02983,-0.02557,0.03835,2.12257,35.49340,-35.79210,68570531
8,-0.06225,-9.08885,2.35601,0.06179,-0.08735,0.04155,-6.23184,64.91130,-16.35860,0.66083,-8.57168,0.12929,0.05539,-0.06072,0.00533,0.69815,40.14380,-17.54290,2.69601,-9.18463,3.32811,-0.03515,-0.07244,0.00320,17.10070,2.29945,-40.73480,1.01519,-9.43364,1.54673,0.02983,-0.04900,0.01598,24.52730,60.76800,-19.39840,0.55069,-9.05054,-1.83884,0.03728,-0.02450,-0.04687,24.58650,73.29380,-13.12380,0.88590,-9.27082,1.79574,0.03728,-0.01811,-0.01704,21.78800,53.77190,-8.83234,-0.56985,-9.40969,-0.33999,-0.00533,-0.04155,0.01598,17.08190,73.42090,-26.96270,-1.46533,-9.14153,-1.70476,0.00959,-0.03302,0.03089,1.44785,49.62740,-17.39530,-1.01519,-9.15589,2.27461,0.02344,-0.02983,0.04581,2.83010,36.55820,-35.79210,78379409
9,-0.32563,-9.18941,2.42306,0.06498,-0.09907,0.03835,-5.87573,64.19200,-17.73610,0.60337,-8.53337,0.14366,0.05753,-0.05753,0.00746,0.87269,39.96930,-18.04890,2.66728,-9.20378,3.29459,-0.03942,-0.07457,0.00426,16.39550,4.06827,-40.39390,1.01998,-9.33307,1.49885,0.03409,-0.05113,0.01491,25.04920,60.59290,-18.21760,0.60337,-9.04576,-1.84842,0.03302,-0.02557,-0.04261,26.17840,72.76140,-12.61240,0.98646,-9.21815,1.87236,0.03196,-0.01811,-0.01918,21.61230,54.30250,-9.34190,-0.60337,-9.42406,-0.37351,-0.00959,-0.05007,0.01704,15.28380,73.06010,-25.57100,-1.47969,-9.17984,-1.69518,0.01172,-0.02770,0.03089,1.99079,48.36880,-17.56920,-0.95294,-9.20378,2.32728,0.02131,-0.03728,0.05007,2.47634,36.55820,-36.13290,88165545
10,-0.09577,-9.11280,2.43263,0.06498,-0.09694,0.04368,-5.51963,64.91130,-16.70300,0.63210,-8.50943,0.18676,0.05539,-0.05433,0.00852,1.74538,41.54010,-16.53080,2.62897,-9.23730,3.32811,-0.03409,-0.07457,0.01491,17.27690,3.89138,-41.58700,0.95294,-9.34744,1.42702,0.03515,-0.05007,0.01598,25.04920,60.59290,-18.21760,0.59379,-8.97871,-1.92982,0.03515,-0.02131,-0.04261,27.59350,73.47130,-13.29420,0.95773,-9.21815,1.90109,0.03622,-0.02237,-0.01704,21.61230,54.30250,-9.34190,-0.59379,-9.43842,-0.31605,-0.00959,-0.05220,0.01918,14.74440,73.24050,-26.78870,-1.38871,-9.14632,-1.62335,0.01704,-0.03409,0.03196,0.00000,51.06590,-17.04740,-1.00083,-9.11758,2.35123,0.02344,-0.04687,0.05433,2.12257,37.62300,-36.47380,97962275
